"ADOB_ID";"ADOB_LIIK";"ADS_OID";"TUNNUS";"ETAK_ID";"HOONE_OID";"AADRESS";"VIITEPUNKT_X";"VIITEPUNKT_Y";"OLEK";"KEHTIV_ALATES";"KEHTIV_KUNI"
111821;"AY";"AY00003718";"3718";;;"Harju maakond, Kuusalu vald, Kuusalu küla";581456,46;6592257,68;"K";30.1.2007;
111943;"AY";"AY00005064";"5064";;;"Harju maakond, Kuusalu vald, Mustametsa küla";589888,01;6594526,47;"K";30.1.2007;
111944;"AY";"AY00005108";"5108";;;"Harju maakond, Kuusalu vald, Muuksi küla";580511,94;6603955,75;"K";30.1.2007;
111959;"AY";"AY00007037";"7037";;;"Harju maakond, Jõelähtme vald, Rohusi küla";575537,89;6599971,35;"K";30.1.2007;
111751;"AY";"AY00002248";"2248";;;"Harju maakond, Jõelähtme vald, Jõesuu küla";565376,36;6596094,23;"K";30.1.2007;
111754;"AY";"AY00008839";"8839";;;"Harju maakond, Kuusalu vald, Vahastu küla";591162,95;6592606,61;"K";30.1.2007;
111976;"AY";"AY00003472";"3472";;;"Harju maakond, Jõelähtme vald, Kostivere alevik";562304,9;6588228,12;"K";30.1.2007;
111888;"AY";"AY00002234";"2234";;;"Harju maakond, Jõelähtme vald, Jõelähtme küla";562877,12;6592378,27;"K";30.1.2007;
111835;"AY";"AY00003691";"3691";;;"Harju maakond, Kuusalu vald, Kursi küla";585454,49;6589649,82;"K";30.1.2007;
111963;"AY";"AY00001256";"1256";;;"Harju maakond, Kuusalu vald, Andineeme küla";581485,32;6599812,85;"K";30.1.2007;
111964;"AY";"AY00004334";"4334";;;"Harju maakond, Kuusalu vald, Liiapeksi küla";593826,58;6591547,93;"K";30.1.2007;
111908;"AY";"AY00006378";"6378";;;"Harju maakond, Kuusalu vald, Pudisoo küla";588807,85;6599740,43;"K";30.1.2007;
111909;"AY";"AY00001363";"1363";;;"Harju maakond, Kuusalu vald, Aru küla";584742,11;6588302,39;"K";30.1.2007;
111910;"AY";"AY00007734";"7734";;;"Harju maakond, Kuusalu vald, Soorinna küla";584600,39;6596326,31;"K";30.1.2007;
111819;"AY";"AY00003630";"3630";;;"Harju maakond, Kuusalu vald, Kupu küla";583641,16;6592042,38;"K";30.1.2007;
111820;"AY";"AY00003714";"3714";;;"Harju maakond, Kuusalu vald, Kuusalu alevik";581392,03;6590609,76;"K";30.1.2007;
111866;"AY";"AY00003768";"3768";;;"Harju maakond, Kuusalu vald, Kõnnu küla";596924,59;6596390,37;"K";30.1.2007;
111917;"AY";"AY00003296";"3296";;;"Harju maakond, Jõelähtme vald, Koila küla";565562,93;6591047,93;"K";30.1.2007;
111852;"AY";"AY00006016";"6016";;;"Harju maakond, Kuusalu vald, Parksi küla";599750,67;6597363,87;"K";30.1.2007;
111801;"AY";"AY00005048";"5048";;;"Harju maakond, Kuusalu vald, Murksi küla";598174,9;6596657,15;"K";30.1.2007;
111661;"AY";"AY00008877";"8877";;;"Harju maakond, Harku vald, Vaila küla";522466,83;6585548,07;"K";30.1.2007;
111919;"AY";"AY00002509";"2509";;;"Harju maakond, Kuusalu vald, Kahala küla";587054,33;6593328,02;"K";30.1.2007;
111770;"AY";"AY00007122";"7122";;;"Harju maakond, Kuusalu vald, Rummu küla";574174,36;6591034,64;"K";30.1.2007;
111772;"AY";"AY00008782";"8782";;;"Harju maakond, Kuusalu vald, Uuri küla";588544,79;6597603,47;"K";30.1.2007;
111872;"AY";"AY00006882";"6882";;;"Harju maakond, Jõelähtme vald, Rebala küla";561967,89;6592259,52;"K";30.1.2007;
111874;"AY";"AY00002301";"2301";;;"Harju maakond, Jõelähtme vald, Jägala-Joa küla";566654,77;6591676,3;"K";30.1.2007;
111876;"AY";"AY00005389";"5389";;;"Harju maakond, Jõelähtme vald, Neeme küla";565061,7;6600908,38;"K";30.1.2007;
111854;"AY";"AY00001202";"1202";;;"Harju maakond, Kuusalu vald, Allika küla";580417,63;6592677,76;"K";30.1.2007;
111878;"AY";"AY00002575";"2575";;;"Harju maakond, Raasiku vald, Kalesi küla";563230,75;6579050,78;"K";30.1.2007;
111880;"AY";"AY00007562";"7562";;;"Harju maakond, Kuusalu vald, Sigula küla";591002,22;6590126,14;"K";30.1.2007;
111471;"AY";"AY00001408";"1408";;;"Harju maakond, Rae vald, Assaku alevik";547878,31;6581909,76;"K";30.1.2007;
111920;"AY";"AY00003056";"3056";;;"Harju maakond, Kuusalu vald, Kiiu alevik";578542,04;6590592,42;"K";30.1.2007;
111921;"AY";"AY00003336";"3336";;;"Harju maakond, Kuusalu vald, Kolga alevik";592756,94;6595776,12;"K";30.1.2007;
111861;"AY";"AY00001373";"1373";;;"Harju maakond, Raasiku vald, Aruküla alevik";560915,39;6580940,3;"K";30.1.2007;
111862;"AY";"AY00001954";"1954";;;"Harju maakond, Raasiku vald, Härma küla";567047,07;6571303,82;"K";30.1.2007;
111925;"AY";"AY00003385";"3385";;;"Harju maakond, Jõelähtme vald, Koogi küla";566462,15;6589457,69;"K";30.1.2007;
111927;"AY";"AY00004494";"4494";;;"Harju maakond, Jõelähtme vald, Loo küla";562236,9;6589814,81;"K";30.1.2007;
111685;"AY";"AY00001675";"1675";;;"Harju maakond, Viimsi vald, Haabneeme alevik";536767,04;6605666,75;"K";30.1.2007;
111686;"AY";"AY00002945";"2945";;;"Harju maakond, Viimsi vald, Kelvingi küla";544226,05;6608273,11;"K";30.1.2007;
111699;"AY";"AY00006672";"6672";;;"Harju maakond, Viimsi vald, Püünsi küla";543872,75;6602294,91;"K";30.1.2007;
111785;"AY";"AY00002629";"2629";;;"Harju maakond, Kuusalu vald, Kalme küla";596050,21;6595493,13;"K";30.1.2007;
111786;"AY";"AY00001877";"1877";;;"Harju maakond, Kuusalu vald, Hirvli küla";588144,7;6589380,82;"K";30.1.2007;
111787;"AY";"AY00001701";"1701";;;"Harju maakond, Kuusalu vald, Haavakannu küla";573102,25;6592758,68;"K";30.1.2007;
111788;"AY";"AY00008367";"8367";;;"Harju maakond, Kuusalu vald, Tsitre küla";584267,11;6600520,9;"K";30.1.2007;
8007399;"AY";"AY00001315";"1315";;;"Lääne-Viru maakond, Tapa vald, Araski küla";619751,55;6557298,44;"K";27.10.2017;
114143;"AY";"AY00002987";"2987";;;"Saare maakond, Muhu vald, Kesse küla";466792,4;6499477,04;"K";31.1.2007;
114144;"AY";"AY00005931";"5931";;;"Saare maakond, Muhu vald, Pallasmaa küla";451450,08;6505657,49;"K";31.1.2007;
114126;"AY";"AY00009554";"9554";;;"Saare maakond, Muhu vald, Võlla küla";463672,11;6497514,7;"K";31.1.2007;
114127;"AY";"AY00006715";"6715";;;"Saare maakond, Muhu vald, Raegma küla";458966,43;6492684,88;"K";31.1.2007;
114128;"AY";"AY00007093";"7093";;;"Saare maakond, Muhu vald, Rootsivere küla";449084,99;6494104,82;"K";31.1.2007;
114129;"AY";"AY00007724";"7724";;;"Saare maakond, Muhu vald, Soonda küla";457211,78;6495986,88;"K";31.1.2007;
114130;"AY";"AY00006638";"6638";;;"Saare maakond, Muhu vald, Põitse küla";453042,35;6501176,13;"K";31.1.2007;
114110;"AY";"AY00006861";"6861";;;"Saare maakond, Muhu vald, Raugi küla";458024,81;6502891,15;"K";31.1.2007;
114112;"AY";"AY00007223";"7223";;;"Saare maakond, Muhu vald, Rässa küla";461498,1;6487133,96;"K";31.1.2007;
114113;"AY";"AY00007847";"7847";;;"Saare maakond, Muhu vald, Suuremõisa küla";455521,3;6492397,34;"K";31.1.2007;
919939;"AY";"AY00003549";"3549";;;"Saare maakond, Muhu vald, Kuivastu küla";465981,95;6493706,76;"K";14.7.2008;
2095326;"AY";"AY00004776";"4776";;;"Harju maakond, Jõelähtme vald, Manniva küla";563688,34;6596616,24;"K";29.12.2008;
2095318;"AY";"AY00002009";"2009";;;"Harju maakond, Jõelähtme vald, Ihasalu küla";567544,12;6599912,17;"K";29.12.2008;
2719881;"AY";"AY01993521";"7498";;;"Harju maakond, Jõelähtme vald, Saviranna küla";559059,86;6599326,71;"K";4.5.2010;
4690345;"AY";"AY00009283";"9283";;;"Harju maakond, Kuusalu vald, Viinistu küla";598937,07;6621092,03;"K";28.9.2012;
4690256;"AY";"AY00004656";"4656";;;"Harju maakond, Viimsi vald, Lääneotsa küla";552677,51;6614183,26;"K";28.9.2012;
4690324;"AY";"AY00008125";"8125";;;"Harju maakond, Kuusalu vald, Tammistu küla";581215,85;6620363,53;"K";28.9.2012;
4690325;"AY";"AY00008126";"8126";;;"Harju maakond, Viimsi vald, Tammneeme küla";547313,11;6609526,93;"K";28.9.2012;
4690327;"AY";"AY00008144";"8144";;;"Harju maakond, Kuusalu vald, Tapurla küla";585642,01;6617877,9;"K";28.9.2012;
4690332;"AY";"AY00008424";"8424";;;"Harju maakond, Kuusalu vald, Turbuneeme küla";602043,77;6621011,19;"K";28.9.2012;
4674194;"AY";"AY00002046";"2046";;;"Harju maakond, Kuusalu vald, Ilmastalu küla";583605,58;6590088,19;"K";20.9.2012;
5176625;"AY";"AY00006613";"6613";;;"Harju maakond, Viimsi vald, Pärnamäe küla";548951,12;6596144,83;"K";31.5.2013;
5176626;"AY";"AY00006713";"6713";;;"Harju maakond, Rae vald, Rae küla";549431,16;6583852,14;"K";31.5.2013;
5176627;"AY";"AY00007688";"7688";;;"Harju maakond, Rae vald, Soodevahe küla";550801,57;6586813,18;"K";31.5.2013;
5176628;"AY";"AY00008009";"8009";;;"Harju maakond, Harku vald, Tabasalu alevik";524713,38;6599977,85;"K";31.5.2013;
5176621;"AY";"AY00004943";"4943";;;"Harju maakond, Viimsi vald, Miiduranna küla";541548,89;6598843,11;"K";31.5.2013;
5176630;"AY";"AY00008257";"8257";;;"Harju maakond, Harku vald, Tiskre küla";532911,66;6587438,25;"K";31.5.2013;
5176633;"AY";"AY00009280";"9280";;;"Harju maakond, Viimsi vald, Viimsi alevik";548002,05;6596005,82;"K";31.5.2013;
5074424;"AY";"AY00001007";"1007";;;"Harju maakond, Kuusalu vald, Kolga-Aabla küla";580635,35;6613488,45;"K";14.3.2013;
5074477;"AY";"AY00006065";"6065";;;"Harju maakond, Kuusalu vald, Pedaspea küla";577685,09;6615317,34;"K";14.3.2013;
5394228;"AY";"AY00009071";"9071";;;"Harju maakond, Kose vald, Vardja küla";569104,63;6559882,97;"K";28.10.2013;
5394230;"AY";"AY00009385";"9385";;;"Harju maakond, Kose vald, Virla küla";572302,94;6546668,69;"K";28.10.2013;
5394213;"AY";"AY00006981";"6981";;;"Harju maakond, Kose vald, Riidamäe küla";570348,92;6554769,26;"K";28.10.2013;
5394214;"AY";"AY00007191";"7191";;;"Harju maakond, Kose vald, Rõõsa küla";573576,37;6556341,27;"K";28.10.2013;
5394216;"AY";"AY00007324";"7324";;;"Harju maakond, Kose vald, Sae küla";573925,17;6559043,76;"K";28.10.2013;
5394223;"AY";"AY00008346";"8346";;;"Harju maakond, Kose vald, Triigi küla";571174,28;6551999,03;"K";28.10.2013;
5394225;"AY";"AY00008773";"8773";;;"Harju maakond, Kose vald, Uueveski küla";568039,83;6556293,53;"K";28.10.2013;
5394226;"AY";"AY00008847";"8847";;;"Harju maakond, Kose vald, Vahetüki küla";570651,43;6548906,25;"K";28.10.2013;
5394232;"AY";"AY00009558";"9558";;;"Harju maakond, Kose vald, Võlle küla";570618,98;6561793,95;"K";28.10.2013;
5394233;"AY";"AY00009749";"9749";;;"Harju maakond, Kose vald, Äksi küla";566890,77;6553427,28;"K";28.10.2013;
5394218;"AY";"AY00007597";"7597";;;"Harju maakond, Kose vald, Silmsi küla";575145,27;6553436,46;"K";28.10.2013;
5394219;"AY";"AY00007891";"7891";;;"Harju maakond, Kose vald, Sõmeru küla";571580,57;6558001,65;"K";28.10.2013;
5394221;"AY";"AY00008022";"8022";;;"Harju maakond, Kose vald, Tade küla";562238,14;6562290,72;"K";28.10.2013;
5394173;"AY";"AY00001174";"1174";;;"Harju maakond, Kose vald, Alansi küla";565715,17;6555034,07;"K";28.10.2013;
5394174;"AY";"AY00001340";"1340";;;"Harju maakond, Kose vald, Ardu alevik";577465,98;6551533,0;"K";28.10.2013;
5394195;"AY";"AY00004352";"4352";;;"Harju maakond, Kose vald, Liiva küla";566511,47;6558526,02;"K";28.10.2013;
5394196;"AY";"AY00004577";"4577";;;"Harju maakond, Kose vald, Lutsu küla";565095,96;6553738,15;"K";28.10.2013;
5394197;"AY";"AY00004667";"4667";;;"Harju maakond, Kose vald, Lööra küla";566387,64;6556067,75;"K";28.10.2013;
5394198;"AY";"AY00004788";"4788";;;"Harju maakond, Kose vald, Marguse küla";568690,2;6557081,64;"K";28.10.2013;
5394185;"AY";"AY00003363";"3363";;;"Harju maakond, Kose vald, Kolu küla";560457,76;6562355,59;"K";28.10.2013;
5394186;"AY";"AY00003460";"3460";;;"Harju maakond, Kose vald, Kose alevik";566651,65;6560810,26;"K";28.10.2013;
5394176;"AY";"AY00001779";"1779";;;"Harju maakond, Kose vald, Harmi küla";569084,78;6553171,45;"K";28.10.2013;
5394178;"AY";"AY00002657";"2657";;;"Harju maakond, Kose vald, Kanavere küla";561218,0;6558687,99;"K";28.10.2013;
5394187;"AY";"AY00003464";"3464";;;"Harju maakond, Kose vald, Kose-Uuemõisa alevik";563166,55;6563296,78;"K";28.10.2013;
5394189;"AY";"AY00003546";"3546";;;"Harju maakond, Kose vald, Kuivajõe küla";563253,23;6560772,22;"K";28.10.2013;
5394190;"AY";"AY00003553";"3553";;;"Harju maakond, Kose vald, Kukepala küla";576335,22;6549569,53;"K";28.10.2013;
5394203;"AY";"AY00005656";"5656";;;"Harju maakond, Kose vald, Ojasoo küla";568865,49;6555311,78;"K";28.10.2013;
5394205;"AY";"AY00005907";"5907";;;"Harju maakond, Kose vald, Pala küla";574522,06;6548658,8;"K";28.10.2013;
5394206;"AY";"AY00005962";"5962";;;"Harju maakond, Kose vald, Palvere küla";571320,04;6563357,63;"K";28.10.2013;
5394207;"AY";"AY00006052";"6052";;;"Harju maakond, Kose vald, Paunaste küla";572317,24;6549101,57;"K";28.10.2013;
5394209;"AY";"AY00006483";"6483";;;"Harju maakond, Kose vald, Puusepa küla";576676,02;6556992,11;"K";28.10.2013;
5394210;"AY";"AY00006869";"6869";;;"Harju maakond, Kose vald, Rava küla";573909,92;6552119,62;"K";28.10.2013;
5394211;"AY";"AY00006872";"6872";;;"Harju maakond, Kose vald, Raveliku küla";571446,45;6560122,88;"K";28.10.2013;
5394212;"AY";"AY00006875";"6875";;;"Harju maakond, Kose vald, Ravila alevik";569854,65;6561173,53;"K";28.10.2013;
5394192;"AY";"AY00003834";"3834";;;"Harju maakond, Kose vald, Kõue küla";571964,15;6550305,82;"K";28.10.2013;
5394194;"AY";"AY00004242";"4242";;;"Harju maakond, Kose vald, Leistu küla";576718,21;6558920,5;"K";28.10.2013;
5394180;"AY";"AY00002764";"2764";;;"Harju maakond, Kose vald, Karla küla";563997,01;6558468,01;"K";28.10.2013;
5394181;"AY";"AY00002848";"2848";;;"Harju maakond, Kose vald, Kata küla";554698,82;6562019,71;"K";28.10.2013;
5394182;"AY";"AY00002852";"2852";;;"Harju maakond, Kose vald, Katsina küla";574172,99;6550523,1;"K";28.10.2013;
9666509;"AY";"AY00004895";"4895";;;"Tartu maakond, Elva vald, Metsalaane küla";640411,05;6459038,62;"K";8.10.2018;
9666511;"AY";"AY00009423";"9423";;;"Tartu maakond, Nõo vald, Vissi küla";643568,3;6459797,76;"K";8.10.2018;
9666508;"AY";"AY00003973";"3973";;;"Tartu maakond, Elva vald, Külaaseme küla";641525,92;6462790,79;"K";8.10.2018;
9666510;"AY";"AY00009191";"9191";;;"Tartu maakond, Elva vald, Vellavere küla";641612,57;6460221,08;"K";8.10.2018;
9651184;"AY";"AY00008316";"8316";;;"Pärnu maakond, Põhja-Pärnumaa vald, Tootsi alev";546173,49;6493309,63;"K";13.9.2018;
9596032;"AY";"AY00005663";"5663";;;"Ida-Viru maakond, Narva-Jõesuu linn, Olgina alevik";734413,56;6591558,47;"K";4.6.2018;
9592489;"AY";"AY00007441";"7441";;;"Tartu maakond, Nõo vald, Sassi küla";644856,77;6450784,72;"K";29.5.2018;
9612866;"AY";"AY00001694";"1694";;;"Tartu maakond, Peipsiääre vald, Haapsipea küla";681953,83;6504689,74;"K";4.7.2018;
9612868;"AY";"AY00006458";"6458";;;"Tartu maakond, Peipsiääre vald, Pusi küla";690494,43;6506992,97;"K";4.7.2018;
9651181;"AY";"AY00001574";"1574";;;"Pärnu maakond, Tori vald, Elbi küla";546374,03;6490893,95;"K";13.9.2018;
6889088;"AY";"AY00007809";"7809";;;"Harju maakond, Kuusalu vald, Suru küla";599008,69;6589137,22;"K";17.3.2015;
6889090;"AY";"AY00008919";"8919";;;"Harju maakond, Kuusalu vald, Valgejõe küla";601016,77;6592954,02;"K";17.3.2015;
6782463;"AY";"AY00001708";"1708";;;"Harju maakond, Kose vald, Habaja alevik";566749,3;6551764,86;"K";27.11.2014;
6847321;"AY";"AY00001113";"1113";;;"Harju maakond, Kose vald, Ahisilla küla";566242,78;6564763,6;"K";28.1.2015;
6847322;"AY";"AY00003492";"3492";;;"Harju maakond, Kose vald, Krei küla";563863,82;6565366,65;"K";28.1.2015;
6847323;"AY";"AY00004758";"4758";;;"Harju maakond, Raasiku vald, Mallavere küla";565598,85;6569206,94;"K";28.1.2015;
6884055;"AY";"AY00001761";"1761";;;"Harju maakond, Kuusalu vald, Hara küla";590038,84;6615171,87;"K";16.3.2015;
6847787;"AY";"AY00006098";"6098";;;"Harju maakond, Raasiku vald, Peningi küla";566079,53;6577243,28;"K";28.1.2015;
6782465;"AY";"AY00003140";"3140";;;"Harju maakond, Kose vald, Kirivalla küla";562679,26;6554286,36;"K";27.11.2014;
6847326;"AY";"AY00009417";"9417";;;"Harju maakond, Kose vald, Viskla küla";568552,02;6565882,09;"K";28.1.2015;
6884513;"AY";"AY00008118";"8118";;;"Harju maakond, Kuusalu vald, Tammispea küla";603188,02;6608288,14;"K";16.3.2015;
6847793;"AY";"AY00008477";"8477";;;"Harju maakond, Raasiku vald, Tõhelgi küla";564684,42;6580369,53;"K";28.1.2015;
6884056;"AY";"AY00002804";"2804";;;"Harju maakond, Kuusalu vald, Kasispea küla";594942,25;6609826,12;"K";16.3.2015;
9016393;"AY";"AY00003782";"3782";;;"Viljandi maakond, Põhja-Sakala vald, Kõpu alevik";576282,35;6465629,27;"K";6.11.2017;
9426263;"AY";"AY00002251";"2251";;;"Pärnu maakond, Tori vald, Jõesuu küla";552378,26;6481703,6;"K";13.11.2017;
7539536;"AY";"AY00007601";"7601";;;"Saare maakond, Muhu vald, Simiste küla";459407,78;6486854,7;"K";5.6.2017;
7623903;"AY";"AY00007095";"7095";;;"Järva maakond, Türi vald, Roovere küla";577148,28;6527311,17;"K";23.10.2017;
7623904;"AY";"AY00007254";"7254";;;"Järva maakond, Türi vald, Röa küla";586710,95;6530966,05;"K";23.10.2017;
7623900;"AY";"AY00006940";"6940";;;"Järva maakond, Türi vald, Reopalu küla";586504,51;6526541,99;"K";23.10.2017;
7623901;"AY";"AY00006948";"6948";;;"Järva maakond, Türi vald, Retla küla";593302,42;6513954,96;"K";23.10.2017;
7623879;"AY";"AY00003899";"3899";;;"Järva maakond, Türi vald, Kärevere küla";587222,76;6510477,27;"K";23.10.2017;
7623886;"AY";"AY00004873";"4873";;;"Järva maakond, Türi vald, Meossaare küla";595672,43;6505835,06;"K";23.10.2017;
7623887;"AY";"AY00004897";"4897";;;"Järva maakond, Türi vald, Metsaküla";590680,72;6515957,69;"K";23.10.2017;
7623868;"AY";"AY00002228";"2228";;;"Järva maakond, Türi vald, Jõeküla";565853,81;6516815,23;"K";23.10.2017;
7623870;"AY";"AY00002445";"2445";;;"Järva maakond, Türi vald, Kabala küla";593456,72;6508591,58;"K";23.10.2017;
7623884;"AY";"AY00004560";"4560";;;"Järva maakond, Türi vald, Lungu küla";568719,07;6526785,01;"K";23.10.2017;
7623872;"AY";"AY00003148";"3148";;;"Järva maakond, Türi vald, Kirna küla";584446,77;6524506,38;"K";23.10.2017;
7623873;"AY";"AY00003364";"3364";;;"Järva maakond, Türi vald, Kolu küla";572963,93;6519550,92;"K";23.10.2017;
7623922;"AY";"AY00009762";"9762";;;"Järva maakond, Türi vald, Änari küla";576616,16;6522931,83;"K";23.10.2017;
7623875;"AY";"AY00003684";"3684";;;"Järva maakond, Türi vald, Kurla küla";598123,82;6506587,38;"K";23.10.2017;
7623876;"AY";"AY00003735";"3735";;;"Järva maakond, Türi vald, Kõdu küla";570491,03;6521155,79;"K";23.10.2017;
7623894;"AY";"AY00006134";"6134";;;"Järva maakond, Türi vald, Pibari küla";587756,99;6505834,13;"K";23.10.2017;
7623917;"AY";"AY00009425";"9425";;;"Järva maakond, Türi vald, Vissuvere küla";582132,31;6534112,8;"K";23.10.2017;
7623921;"AY";"AY00009741";"9741";;;"Järva maakond, Türi vald, Äiamaa küla";591450,64;6518012,31;"K";23.10.2017;
7623918;"AY";"AY00009653";"9653";;;"Järva maakond, Türi vald, Väljaotsa küla";590090,54;6513536,0;"K";23.10.2017;
7623896;"AY";"AY00006300";"6300";;;"Järva maakond, Türi vald, Poaka küla";587275,62;6523435,34;"K";23.10.2017;
7623899;"AY";"AY00006863";"6863";;;"Järva maakond, Türi vald, Raukla küla";588168,4;6516603,37;"K";23.10.2017;
7623902;"AY";"AY00006995";"6995";;;"Järva maakond, Türi vald, Rikassaare küla";588560,47;6519414,62;"K";23.10.2017;
7623905;"AY";"AY00007293";"7293";;;"Järva maakond, Türi vald, Saareotsa küla";590579,05;6510525,05;"K";23.10.2017;
7623912;"AY";"AY00008573";"8573";;;"Järva maakond, Türi vald, Tännassilma küla";583914,77;6510355,6;"K";23.10.2017;
7623889;"AY";"AY00005197";"5197";;;"Järva maakond, Türi vald, Mäeküla";585676,48;6517686,68;"K";23.10.2017;
7623890;"AY";"AY00005562";"5562";;;"Järva maakond, Türi vald, Näsuvere küla";587065,12;6519987,79;"K";23.10.2017;
7623891;"AY";"AY00005641";"5641";;;"Järva maakond, Türi vald, Oisu alevik";590466,92;6514291,38;"K";23.10.2017;
7623892;"AY";"AY00005666";"5666";;;"Järva maakond, Türi vald, Ollepa küla";590184,3;6503409,86;"K";23.10.2017;
7623893;"AY";"AY00005906";"5906";;;"Järva maakond, Türi vald, Pala küla";581240,63;6524693,53;"K";23.10.2017;
8008352;"AY";"AY00002019";"2019";;;"Lääne-Viru maakond, Viru-Nigula vald, Iila küla";650370,89;6597705,63;"K";27.10.2017;
8008362;"AY";"AY03658031";"3612";;;"Lääne-Viru maakond, Viru-Nigula vald, Kunda linn";647027,43;6613105,08;"K";27.10.2017;
8008370;"AY";"AY00004736";"4736";;;"Lääne-Viru maakond, Viru-Nigula vald, Mahu küla";654173,72;6606118,18;"K";27.10.2017;
8008383;"AY";"AY00007407";"7407";;;"Lääne-Viru maakond, Viru-Nigula vald, Samma küla";652543,28;6587555,92;"K";27.10.2017;
8008389;"AY";"AY00008704";"8704";;;"Lääne-Viru maakond, Viru-Nigula vald, Unukse küla";654350,93;6597220,66;"K";27.10.2017;
8007806;"AY";"AY03657742";"9314";;;"Ida-Viru maakond, Narva-Jõesuu linn, Viivikonna küla";709898,12;6583458,81;"K";27.10.2017;
8007440;"AY";"AY00007343";"7343";;;"Lääne-Viru maakond, Tapa vald, Saiakopli küla";618691,5;6565714,55;"K";27.10.2017;
8007425;"AY";"AY00004920";"4920";;;"Lääne-Viru maakond, Tapa vald, Metskaevu küla";623136,18;6559311,18;"K";27.10.2017;
8007427;"AY";"AY00005352";"5352";;;"Lääne-Viru maakond, Tapa vald, Naistevälja küla";620227,91;6564646,55;"K";27.10.2017;
8007428;"AY";"AY00005525";"5525";;;"Lääne-Viru maakond, Tapa vald, Nõmmküla";616127,04;6564162,54;"K";27.10.2017;
8007627;"AY";"AY00004799";"4799";;;"Ida-Viru maakond, Toila vald, Martsa küla";694413,9;6608314,3;"K";27.10.2017;
8007429;"AY";"AY00005551";"5551";;;"Lääne-Viru maakond, Tapa vald, Näo küla";612964,5;6567189,1;"K";27.10.2017;
8007431;"AY";"AY00006177";"6177";;;"Lääne-Viru maakond, Tapa vald, Piilu küla";615840,57;6567266,56;"K";27.10.2017;
8007414;"AY";"AY00003694";"3694";;;"Lääne-Viru maakond, Tapa vald, Kursi küla";616034,46;6558222,97;"K";27.10.2017;
8007432;"AY";"AY00006204";"6204";;;"Lääne-Viru maakond, Tapa vald, Piisupi küla";623212,95;6568478,81;"K";27.10.2017;
8007433;"AY";"AY00006333";"6333";;;"Lääne-Viru maakond, Tapa vald, Porkuni küla";626478,87;6563926,77;"K";27.10.2017;
8007415;"AY";"AY00003702";"3702";;;"Lääne-Viru maakond, Tapa vald, Kuru küla";608371,03;6568583,31;"K";27.10.2017;
8007795;"AY";"AY00006084";"6084";;;"Ida-Viru maakond, Narva-Jõesuu linn, Peeterristi küla";731334,84;6593415,77;"K";27.10.2017;
8007797;"AY";"AY00006265";"6265";;;"Ida-Viru maakond, Narva-Jõesuu linn, Pimestiku küla";719632,28;6596442,94;"K";27.10.2017;
8007700;"AY";"AY00008275";"8275";;;"Ida-Viru maakond, Toila vald, Toila alevik";700023,61;6602708,67;"K";27.10.2017;
8007804;"AY";"AY00008619";"8619";;;"Ida-Viru maakond, Narva-Jõesuu linn, Udria küla";722586,49;6595401,66;"K";27.10.2017;
8007703;"AY";"AY00008563";"8563";;;"Ida-Viru maakond, Toila vald, Täkumetsa küla";689720,16;6587329,21;"K";27.10.2017;
8007807;"AY";"AY00009444";"9444";;;"Ida-Viru maakond, Narva-Jõesuu linn, Vodava küla";729147,19;6591545,0;"K";27.10.2017;
9016335;"AY";"AY00006510";"6510";;;"Viljandi maakond, Mulgi vald, Põlde küla";582609,37;6443881,98;"K";6.11.2017;
9016337;"AY";"AY00006575";"6575";;;"Viljandi maakond, Mulgi vald, Päigiste küla";580066,85;6446849,4;"K";6.11.2017;
8007417;"AY";"AY00004217";"4217";;;"Lääne-Viru maakond, Tapa vald, Lehtse alevik";604352,01;6569800,25;"K";27.10.2017;
8007418;"AY";"AY00004273";"4273";;;"Lääne-Viru maakond, Tapa vald, Lemmküla";626325,6;6568479,22;"K";27.10.2017;
8007570;"AY";"AY00002420";"2420";;;"Ida-Viru maakond, Toila vald, Kaasikaia küla";686852,82;6591288,22;"K";27.10.2017;
8007649;"AY";"AY00005793";"5793";;;"Ida-Viru maakond, Toila vald, Paate küla";688694,33;6590480,16;"K";27.10.2017;
8007714;"AY";"AY00008900";"8900";;;"Ida-Viru maakond, Toila vald, Vaivina küla";707975,27;6596914,59;"K";27.10.2017;
8007715;"AY";"AY00008914";"8914";;;"Ida-Viru maakond, Toila vald, Valaste küla";691687,82;6602531,88;"K";27.10.2017;
8007799;"AY";"AY00007619";"7619";;;"Ida-Viru maakond, Narva-Jõesuu linn, Sinimäe alevik";719556,08;6588296,23;"K";27.10.2017;
8007800;"AY";"AY03657741";"7631";;;"Ida-Viru maakond, Narva-Jõesuu linn, Sirgala küla";715003,43;6581930,01;"K";27.10.2017;
8007571;"AY";"AY00002429";"2429";;;"Ida-Viru maakond, Toila vald, Kaasikvälja küla";687701,86;6592016,73;"K";27.10.2017;
8007573;"AY";"AY00002448";"2448";;;"Ida-Viru maakond, Toila vald, Kabelimetsa küla";690587,67;6587028,8;"K";27.10.2017;
8007645;"AY";"AY00005680";"5680";;;"Ida-Viru maakond, Toila vald, Ontika küla";686763,91;6604532,21;"K";27.10.2017;
8007707;"AY";"AY00008647";"8647";;;"Ida-Viru maakond, Toila vald, Uikala küla";694191,59;6592050,07;"K";27.10.2017;
